#hmm_acc	iso_type	hmm_name	hmm_com_name	hmm_len	trusted_cutoff	noise_cutoff	trusted_cutoff2	noise_cutoff2
PF00270	domain	DEAD	DEAD/DEAH box helicase	213	7.20	7.10	7.20	7.10
PF00271	domain	Helicase_C	helicase conserved C-terminal domain	76	2.40	2.30	2.40	2.30
PF00272	superfamily	Cecropin	Cecropin family	31	25.40	24.60	25.40	24.60
PF00273	domain	Serum_albumin	Serum albumin family	179	28.00	-16.20	28.00	22.70
PF00274	PFAM_equivalog	Glycolytic	fructose-bisphosphate aldolase class-I	350	-174.40	-176.20	-174.40	-176.20
PF00275	superfamily	EPSP_synthase	EPSP synthase (3-phosphoshikimate 1-carboxyvinyltransferase)	452	-150.10	-177.50	-150.10	-177.50
PF00276	PFAM_equivalog	Ribosomal_L23	ribosomal protein L23	96	19.90	19.30	19.90	19.30
PF00277	subfamily	SAA	Serum amyloid A protein	110	45.00	-42.50	45.00	-42.50
PF00278	domain	Orn_DAP_Arg_deC	Pyridoxal-dependent decarboxylase, C-terminal sheet domain	156	7.80	5.40	7.80	5.40
PF00279	PFAM	LTP	Plant lipid transfer protein family	96	10.00	9.80	10.00	9.80
PF00280	PFAM	potato_inhibit	Potato inhibitor I family	64	27.30	7.40	27.30	7.40
PF00281	PFAM_equivalog_domain	Ribosomal_L5	ribosomal protein L5	61	6.20	4.50	6.20	4.50
PF00282	domain	Pyridoxal_deC	pyridoxal-dependent decarboxylase conserved domain	405	-158.10	-159.60	-158.10	-159.60
PF00283	domain	Cytochrom_B559	Cytochrome b559, alpha (gene psbE) and beta (gene psbF)subunits	29	25.00	24.80	25.00	24.80
PF00284	PFAM_equivalog_domain	Cytochrom_B559a	Lumenal portion of Cytochrome b559, alpha (gene psbE) subunit	40	35.80	24.30	35.80	24.30
PF00285	subfamily_domain	Citrate_synt	citrate synthase	390	-101.50	-101.80	-101.50	-101.80
PF00286	PFAM	Flexi_CP	Viral coat protein	141	25.10	-1.50	25.10	-1.50
PF00287	PFAM_equivalog	Na_K-ATPase	sodium / potassium ATPase beta chain	331	-128.60	-154.60	-128.60	-154.60
PF00288	domain	GHMP_kinases_N	GHMP kinase, N-terminal domain	82	17.70	16.90	17.70	16.90
PF00289	domain	CPSase_L_chain	Carbamoyl-phosphate synthase L chain, N-terminal domain	130	17.00	12.40	15.30	12.90
PF00290	PFAM_equivalog_domain	Trp_syntA	Tryptophan synthase alpha chain	268	-147.10	-151.60	-147.10	-151.60
PF00291	superfamily	PALP	pyridoxal-phosphate dependent protein	374	-69.80	-70.70	-69.80	-70.70
PF00292	domain	PAX	'Paired box' domain	125	18.00	14.90	18.00	14.90
PF00293	domain	NUDIX	hydrolase, NUDIX family	132	0.30	-0.10	0.30	-0.10
PF00294	superfamily	PfkB	kinase, pfkB family	326	-67.80	-68.30	-67.80	-68.30
PF00295	PFAM	Glyco_hydro_28	Polygalacturonase (pectinase)	362	-96.20	-102.50	-96.20	-102.50
PF00296	superfamily	Bac_luciferase	Luciferase-like monooxygenase	361	-86.00	-86.10	-86.00	-86.10
PF00297	PFAM_equivalog	Ribosomal_L3	ribosomal protein L3	298	-79.60	-93.60	-79.60	-93.60
PF00298	PFAM_equivalog_domain	Ribosomal_L11	Ribosomal protein L11, RNA binding domain	69	25.60	24.90	25.60	24.90
PF00299	PFAM	Squash	Squash family serine protease inhibitor	30	26.80	24.50	36.60	15.10
PF00300	domain	PGAM	phosphoglycerate mutase family protein	226	-3.00	-3.40	-3.00	-3.40
PF00301	PFAM_equivalog	Rubredoxin	rubredoxin	47	14.00	13.90	14.00	13.90
PF00302	PFAM_equivalog	CAT	chloramphenicol O-acetyltransferase	206	-128.20	-144.30	-128.20	-144.30
PF00303	PFAM_equivalog	Thymidylat_synt	thymidylate synthase	304	-131.80	-136.50	-131.80	-136.50
PF00304	subfamily_domain	Gamma-thionin	gamma-thionin family	48	10.50	9.50	10.50	9.50
PF00305	PFAM_equivalog_domain	Lipoxygenase	Lipoxygenase	683	-202.40	-215.60	-202.40	-215.60
PF00306	PFAM_equivalog_domain	ATP-synt_ab_C	ATP synthase ab C terminal	143	25.10	24.90	25.10	24.90
PF00307	domain	CH	Calponin homology (CH) domain	122	22.50	22.00	22.50	21.90
PF00308	subfamily_domain	Bac_DnaA	chromosomal replication initiator protein DnaA	224	-108.00	-108.10	-108.00	-108.10
PF00309	PFAM_equivalog	Sigma54_AID	sigma-54 factor, Activator interacting domain (AID)	49	25.10	23.80	25.10	23.80
PF00310	domain	GATase_2	class II glutamine amidotransferase	385	-91.30	-91.70	-91.30	-91.70
PF00311	PFAM_equivalog	PEPcase	phosphoenolpyruvate carboxylase	960	25.80	18.90	25.80	18.90
PF00312	PFAM_equivalog	Ribosomal_S15	ribosomal protein S15	88	-18.10	-22.10	-18.10	-22.10
PF00313	domain	CSD	cold-shock DNA-binding domain	71	-0.20	-0.60	-0.20	-0.60
PF00314	PFAM	Thaumatin	Thaumatin family	206	26.40	19.60	26.40	19.60
PF00315	PFAM_equivalog_domain	UNG	uracil-DNA glycosylase	226	-99.60	-146.20	-99.60	-146.20
PF00316	PFAM_equivalog_domain	FBPase	fructose-1,6-bisphosphatase	342	-161.10	-170.90	-161.10	-170.90
PF00317	domain	Ribonuc_red_lgN	Ribonucleotide reductase, all-alpha domain	102	4.10	3.60	4.10	3.60
PF00318	subfamily	Ribosomal_S2	ribosomal protein S2	216	-20.50	-22.10	-20.50	-22.10
PF00319	domain	SRF-TF	SRF-type transcription factor (DNA-binding and dimerisation domain)	51	11.00	10.90	11.00	10.90
PF00320	domain	GATA	GATA zinc finger	36	28.70	27.40	28.70	27.40
PF00321	PFAM	Thionin	Plant thionin	46	32.50	24.60	32.50	24.60
PF00322	PFAM	Endothelin	Endothelin family	31	26.40	20.60	26.40	20.60
PF00323	PFAM	Defensin_1	Mammalian defensin	29	17.40	16.80	17.40	16.80
PF00324	superfamily	AA_permease	amino acid permease	527	-120.20	-120.90	-120.20	-120.90
PF00325	domain	Crp	transcriptional regulator, Crp/Fnr family	33	20.70	20.60	20.70	20.60
PF00326	subfamily_domain	Peptidase_S9	peptidase, S9A/B/C familie, catalytic domain	227	20.10	19.30	20.10	19.30
PF00327	PFAM_equivalog_domain	Ribosomal_L30	ribosomal protein L30p/L7e	54	26.20	24.70	26.20	24.70
PF00328	superfamily	Acid_phosphat_A	Histidine acid phosphatase	405	-63.20	-65.80	-63.20	-65.80
PF00329	subfamily_domain	Complex1_30kDa	respiratory-chain NADH dehydrogenase, 30 Kd subunit	71	-2.20	-5.80	-2.20	-5.80
PF00330	superfamily	Aconitase	Aconitase family (aconitate hydratase)	511	-169.40	-177.30	-169.40	-177.30
PF00331	PFAM_equivalog_domain	Glyco_hydro_10	glycosyl hydrolase family 10	356	-176.50	-177.20	-176.50	-177.20
PF00332	PFAM_equivalog_domain	Glyco_hydro_17	glycosyl hydrolases family 17	326	-152.00	-152.90	-152.00	-152.90
PF00333	subfamily_domain	Ribosomal_S5	Ribosomal protein S5, N-terminal domain	67	25.20	22.50	25.20	22.50
PF00334	PFAM	NDK	nucleoside diphosphate kinase	135	-54.90	-60.00	-54.90	-60.00
PF00335	superfamily	Tetraspannin	Tetraspanin family	295	-14.30	-15.50	-14.30	-15.50
PF00336	domain	DNA_pol_viral_C	DNA polymerase (viral) C-terminal domain	245	-66.30	-105.40	-66.30	-105.40
PF00337	PFAM	Gal-bind_lectin	galactoside-binding lectin	143	-19.10	-24.20	-19.10	-24.20
PF00338	PFAM_equivalog	Ribosomal_S10	ribosomal protein S10p/S20e	97	-9.00	-12.10	-9.00	-12.10
PF00339	domain	Arrestin_N	Arrestin (or S-antigen), N-terminal domain	173	-19.70	-19.80	-19.70	-19.80
PF00340	subfamily	IL1	Interleukin-1 / 18	152	-12.20	-20.90	-12.20	-20.90
PF00341	superfamily	PDGF	Platelet-derived growth factor (PDGF)	84	-3.20	-11.40	-3.20	-11.40
PF00342	PFAM_equivalog_domain	PGI	glucose-6-phosphate isomerase	513	-168.80	-169.10	-168.80	-169.10
PF00343	subfamily	Phosphorylase	carbohydrate phosphorylase	741	-598.00	-602.80	-598.00	-602.80
PF00344	PFAM_equivalog_domain	SecY	preprotein translocase, SecY subunit	377	-199.30	-201.60	-199.30	-201.60
PF00345	PFAM_equivalog	Pili_assembly_N	gram-negative pili assembly chaperone, N-terminal domain	138	-7.40	-9.90	-7.40	-9.90
PF00346	subfamily_domain	Complex1_49kDa	respiratory-chain NADH dehydrogenase, 49 kD subunit	275	-105.60	-108.60	-105.60	-108.60
PF00347	PFAM_equivalog	Ribosomal_L6	ribosomal protein L6	84	3.50	0.90	3.00	1.90
PF00348	superfamily	polyprenyl_synt	polyprenyl synthetase	285	-40.90	-47.00	-40.90	-47.00
PF00349	PFAM	Hexokinase_1	Hexokinase	232	-110.00	-111.30	-110.00	-111.30
PF00350	domain	Dynamin_N	Dynamin family	217	80.00	79.20	80.00	79.20
PF00351	domain	Biopterin_H	Biopterin-dependent aromatic amino acid hydroxylase	332	-217.50	-222.00	-217.50	-222.00
PF00352	subfamily_domain	TBP	Transcription factor TFIID (or TATA-binding protein, TBP)	89	-6.10	-8.80	-6.10	-8.80
PF00353	domain	HemolysinCabind	type I secretion target GGXGXDXXX repeat (2 copies)	18	20.40	19.90	5.00	19.30
PF00354	PFAM	Pentaxin	Pentaxin family	209	29.30	20.10	29.30	20.10
PF00355	domain	Rieske	Rieske [2Fe-2S] domain	111	-6.70	-7.10	-6.70	-7.10
PF00356	domain	LacI	transcriptional regulator, LacI family	26	20.70	20.60	20.70	20.60
PF00357	PFAM	Integrin_alpha	Integrin alpha cytoplasmic region	15	20.10	19.60	20.10	19.60
PF00358	subfamily_domain	PTS_EIIA_1	phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 1	133	-75.70	-75.90	-75.70	-75.90
PF00359	domain	PTS_EIIA_2	phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 2	153	-32.00	-32.20	-32.00	-32.20
PF00360	subfamily_domain	Phytochrome	Phytochrome region	180	13.30	12.40	13.30	12.40
PF00361	domain	Oxidored_q1	NADH-ubiquinone/plastoquinone (complex I), various chains	282	-62.90	-63.10	-62.90	-63.10
PF00362	PFAM	Integrin_beta	Integrin, beta chain	441	-91.10	-95.30	-91.10	-95.30
PF00363	PFAM	Casein	Casein	92	25.90	24.00	25.90	24.00
PF00364	domain	Biotin_lipoyl	Biotin-requiring enzyme	75	-2.30	-2.40	-2.30	-2.40
PF00365	subfamily_domain	PFK	Phosphofructokinase	312	-131.80	-135.10	-131.80	-135.10
PF00366	PFAM_equivalog	Ribosomal_S17	ribosomal protein S17	71	12.40	-0.80	12.40	-0.80
PF00367	domain	PTS_EIIB	phosphotransferase system, EIIB	35	25.70	23.10	25.40	23.50
PF00368	PFAM_equivalog_domain	HMG-CoA_red	Hydroxymethylglutaryl-coenzyme A reductase	403	-239.70	-243.90	-239.70	-243.90
PF00370	domain	FGGY_N	FGGY family of carbohydrate kinases, N-terminal domain	262	-104.00	-104.80	-104.00	-104.80
PF00372	domain	Hemocyanin_M	Hemocyanin, copper containing domain	296	-70.30	-102.70	-70.30	-102.70
PF00373	domain	FERM_M	FERM central domain	133	8.00	7.80	8.00	7.80
PF00374	superfamily	NiFeSe_Hases	Nickel-dependent hydrogenase	539	-135.70	-147.60	-135.70	-147.60
PF00375	superfamily	SDF	transporter, dicarboxylate/amino acid:cation (Na+ or H+) symporter (DAACS) family	457	-116.20	-118.30	-116.20	-118.30
PF00376	domain	MerR	transcriptional regulator, MerR family	39	19.00	18.90	19.00	18.90
PF00377	domain	Prion	Prion/Doppel alpha-helical domain	131	-25.90	-27.90	-25.90	-27.90
PF00378	domain	ECH	enoyl-CoA hydratase/isomerase family protein	176	-57.50	-58.10	-57.50	-58.10
PF00379	subfamily_domain	Chitin_bind_4	Insect cuticle protein	69	12.30	11.20	12.30	11.20
PF00380	PFAM_equivalog	Ribosomal_S9	ribosomal protein S9	138	-23.40	-24.80	-23.40	-24.80
PF00381	subfamily_domain	PTS-HPr	PTS HPr component phosphorylation site	87	-3.90	-4.50	-3.90	-4.50
PF00382	domain	TFIIB	Transcription factor TFIIB repeat	74	4.50	3.30	4.50	3.60
PF00383	domain	dCMP_cyt_deam_1	Cytidine and deoxycytidylate deaminase zinc-binding region	116	-8.80	-9.10	-8.80	-9.10
PF00384	domain	Molybdopterin	Molybdopterin oxidoreductase	499	-49.80	-50.10	-49.80	-50.10
PF00385	domain	Chromo	'chromo' (CHRromatin Organization MOdifier) domain	68	27.50	27.40	27.50	27.40
PF00386	domain	C1q	C1q domain	138	-15.10	-16.10	-15.10	-16.10
PF00387	domain	PI-PLC-Y	Phosphatidylinositol-specific phospholipase C, Y domain	128	-10.60	-12.10	-10.60	-12.10
PF00388	domain	PI-PLC-X	Phosphatidylinositol-specific phospholipase C, X domain	152	20.90	17.00	20.90	17.00
PF00389	domain	2-Hacid_dh	D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain	150	11.20	11.00	11.20	11.00
PF00390	subfamily_domain	malic	Malic enzyme, N-terminal domain	195	36.00	9.60	36.00	9.60
PF00391	subfamily_domain	PEP-utilizers	PEP-utilizing enzyme, mobile domain	92	0.80	0.10	0.80	0.10
PF00392	domain	GntR	transcriptional regulator, GntR family	64	12.60	12.50	12.60	12.50
PF00393	PFAM_equivalog	6PGD	phosphogluconate dehydrogenase (decarboxylating) , C-terminal domain	297	-227.10	-240.10	-227.10	-240.10
PF00394	domain	Cu-oxidase	Multicopper oxidase	188	-18.60	-19.10	-18.60	-19.10
PF00395	domain	SLH	S-layer homology domain	44	24.90	23.00	18.30	23.00
PF00396	PFAM	Granulin	granulin	43	1.50	0.70	1.50	0.70
PF00397	domain	WW	WW domain	30	21.00	20.60	0.10	20.60
PF00398	subfamily_domain	RrnaAD	ribosomal RNA adenine dimethylase family protein	318	-73.00	-74.10	-73.00	-74.10
PF00399	repeat	PIR	Yeast PIR protein repeat	18	25.20	24.80	25.20	24.80
PF00400	repeat	WD40	WD domain, G-beta repeat	38	21.50	21.40	21.50	21.40
PF00401	PFAM_equivalog	ATP-synt_DE	ATP synthase, Delta/Epsilon chain, long alpha-helix domain	51	17.80	17.70	17.80	17.70
PF00402	repeat	Calponin	Calponin family repeat	26	25.20	24.60	25.20	24.60
PF00403	domain	HMA	heavy metal-associated domain	64	19.60	19.20	19.50	19.40
PF00404	repeat	Dockerin_1	Dockerin type I repeat	21	20.00	19.90	20.00	19.90
PF00405	PFAM	Transferrin	Transferrin	336	-155.30	-160.80	-155.30	-160.80
PF00406	superfamily	ADK	Adenylate kinase	152	27.80	24.10	26.20	24.10
PF00407	PFAM	Bet_v_I	Pathogenesis-related protein Bet v I family	158	-32.10	-35.00	-32.10	-35.00
PF00408	superfamily	PGM_PMM_IV	phosphoglucomutase/phosphomannomutase, C-terminal domain	109	7.40	7.20	7.40	7.20
PF00410	PFAM_equivalog	Ribosomal_S8	ribosomal protein S8	143	-24.40	-29.00	-24.40	-29.00
PF00411	PFAM_equivalog	Ribosomal_S11	ribosomal protein S11	124	-29.80	-30.00	-29.80	-30.00
PF00412	domain	LIM	LIM domain	60	0.20	-0.50	0.00	-0.50
PF00413	PFAM	Peptidase_M10	Matrixin	175	-56.50	-56.90	-56.50	-56.90
PF00414	repeat	MAP1B_neuraxin	Neuraxin and MAP1B repeat	17	271.70	17.80	25.20	25.00
PF00415	domain	RCC1	regulator of chromosome condensation (RCC1) repeat	68	21.20	20.90	21.20	21.10
PF00416	PFAM_equivalog	Ribosomal_S13	ribosomal protein S13p/S18e	131	-5.60	-12.60	-5.60	-12.60
PF00417	PFAM_equivalog_domain	Ribosomal_S3_N	ribosomal protein S3, N-terminal domain	71	15.30	14.60	15.30	14.60
PF00418	domain	Tubulin-binding	Tau and MAP protein, tubulin-binding repeat	32	51.60	13.40	25.90	20.30
PF00419	subfamily	Fimbrial	fimbrial protein	186	-39.00	-39.70	-39.00	-39.70
PF00420	PFAM	Oxidored_q2	NADH-ubiquinone/plastoquinone oxidoreductase chain 4L	97	7.90	7.40	7.90	7.40
PF00421	subfamily_domain	PSII	Photosystem II protein	515	-131.40	-136.00	-131.40	-136.00
PF00422	PFAM_equivalog_domain	ATP-synt_A-c	ATP synthase Alpha chain, C terminal	135	18.20	13.40	18.20	16.00
PF00423	PFAM	HN	Hemagglutinin-neuraminidase	617	-226.30	-269.20	-226.30	-269.20
PF00424	PFAM	REV	REV protein (anti-repression trans-activator protein)	126	14.30	13.70	14.30	13.70
PF00425	domain	Chorismate_bind	chorismate binding enzyme	281	-145.10	-162.40	-145.10	-162.40
PF00426	PFAM_equivalog	VP4	outer Capsid protein VP4 (Hemagglutinin)	789	-355.00	-357.40	-355.00	-357.40
PF00427	domain	PBS_linker_poly	Phycobilisome Linker polypeptide	145	-27.60	-58.70	-27.60	-58.70
PF00428	PFAM	Ribosomal_60s	60s Acidic ribosomal protein	94	6.70	5.80	6.70	5.80
PF00429	PFAM_equivalog	TLV_coat	ENV polyprotein (coat polyprotein)	691	-251.30	-254.70	-251.30	-254.70
PF00430	PFAM	ATP-synt_B	ATP synthase B/B' CF(0)	132	-3.30	-3.60	-3.30	-3.60
PF00431	domain	CUB	CUB domain	116	-20.10	-21.10	-20.10	-21.10
PF00432	domain	Prenyltrans	Prenyltransferase and squalene oxidase repeat	45	26.10	25.50	25.70	25.50
PF00433	domain	Pkinase_C	Protein kinase C terminal domain	47	14.20	14.00	14.20	14.00
PF00434	PFAM_equivalog	VP7	glycoprotein VP7	329	-102.50	-148.40	-102.50	-148.40
PF00435	domain	Spectrin	Spectrin repeat	111	14.10	13.70	0.00	13.70
PF00436	PFAM_equivalog_domain	SSB	single-strand binding protein family	111	0.50	0.10	0.50	0.10
PF00437	domain	GSPII_E	Type II/IV secretion system protein	331	-98.10	-98.20	-98.10	-98.20
PF00438	PFAM_equivalog	S-AdoMet_synt_N	S-adenosylmethionine synthetase, N-terminal domain	100	28.90	23.90	28.90	23.90
PF00439	domain	Bromodomain	Bromodomain	92	9.00	8.80	9.00	8.80
PF00440	domain	TetR_N	transcriptional regulator, TetR family	47	18.00	17.80	18.00	17.80
PF00441	domain	Acyl-CoA_dh_1	acyl-CoA dehydrogenase, C-terminal domain	155	-15.60	-15.80	-15.60	-15.80
PF00442	PFAM	UCH-1	Ubiquitin carboxyl-terminal hydrolases family 2	32	19.80	17.70	19.80	17.70
PF00443	PFAM	UCH	Ubiquitin carboxyl-terminal hydrolase	334	-7.60	-8.80	-7.60	-8.80
PF00444	PFAM_equivalog	Ribosomal_L36	ribosomal protein L36	37	25.00	24.80	25.00	24.80
PF00445	PFAM_equivalog_domain	Ribonuclease_T2	ribonuclease, T2 family	215	-52.10	-53.20	-52.10	-53.20
PF00446	PFAM	GnRH	gonadotropin-releasing hormone	10	14.10	13.80	14.40	13.50
PF00447	domain	HSF_DNA-bind	HSF-type DNA-binding domain	207	-67.90	-70.80	-67.90	-70.80
PF00448	domain	SRP54	SRP54-type protein, GTPase domain	212	-84.90	-85.60	-84.90	-85.60
PF00449	PFAM_equivalog_domain	Urease_alpha	urease alpha-subunit, N-terminal domain	124	-35.90	-57.70	-35.90	-57.70
PF00450	PFAM	Peptidase_S10	serine carboxypeptidase	499	-195.60	-198.80	-195.60	-198.80
PF00451	PFAM	Toxin_2	Scorpion short toxin	29	20.90	19.80	20.70	19.80
PF00452	PFAM	Bcl-2	Apoptosis regulator proteins, Bcl-2 family	107	-10.40	-10.90	-10.40	-10.90
PF00453	PFAM_equivalog	Ribosomal_L20	ribosomal protein L20	111	-13.40	-41.40	-13.40	-41.40
PF00454	PFAM	PI3_PI4_kinase	Phosphatidylinositol 3- and 4-kinase	325	15.80	14.10	15.80	14.10
PF00455	superfamily	DeoR	transcriptional regulator, DeoR family	159	-33.00	-34.00	-33.00	-34.00
PF00456	domain	Transketolase_N	Transketolase, thiamine diphosphate binding domain	339	-97.90	-98.10	-97.90	-98.10
PF00457	PFAM	Glyco_hydro_11	glycosyl hydrolases family 11	194	-14.00	-19.80	-14.00	-19.80
PF00458	domain	WHEP-TRS	WHEP-TRS domain	57	11.00	6.00	11.00	9.10
PF00459	superfamily	Inositol_P	Inositol monophosphatase family	320	-55.30	-56.50	-55.30	-56.50
PF00460	domain	Flg_bb_rod	flagella basal body rod protein	32	25.30	25.10	25.30	25.10
PF00461	PFAM_equivalog_domain	Peptidase_S26	Signal peptidase I	221	-0.10	-3.50	-0.10	-3.50
PF00462	PFAM_equivalog_domain	Glutaredoxin	glutaredoxin	82	17.20	17.00	17.20	17.00
PF00463	subfamily_domain	ICL	Isocitrate lyase family	533	-233.90	-244.20	-233.90	-244.20
PF00464	PFAM_equivalog	SHMT	serine hydroxymethyltransferase	400	-238.50	-239.40	-238.50	-239.40
PF00465	PFAM	Fe-ADH	alcohol dehydrogenase, iron-containing	405	-189.80	-192.40	-189.80	-192.40
PF00466	PFAM_equivalog	Ribosomal_L10	ribosomal protein L10	106	-12.80	-14.70	-12.80	-14.70
PF00467	domain	KOW	KOW motif	38	29.10	29.00	29.10	29.00
PF00468	PFAM_equivalog	Ribosomal_L34	ribosomal protein L34	44	30.60	24.50	30.60	24.50
PF00469	PFAM_equivalog	F-protein	negative factor, (F-Protein) or Nef	238	-55.50	-55.60	-55.50	-55.60
PF00470	PFAM_equivalog_domain	RecF	DNA replication and repair protein RecF	362	15.10	14.90	15.10	14.90
PF00471	PFAM_equivalog	Ribosomal_L33	ribosomal protein L33	56	25.00	23.70	25.00	23.70
PF00472	domain	RF-1	peptidyl-tRNA hydrolase domain	130	11.20	10.00	11.20	10.00
PF00473	PFAM	CRF	Corticotropin-releasing factor family	44	27.80	23.00	27.80	23.00
PF00474	domain	SSF	transporter, solute:sodium symporter (SSS) family	447	-162.30	-162.80	-162.30	-162.80
PF00475	PFAM_equivalog_domain	IGPD	imidazoleglycerol-phosphate dehydratase	148	55.30	-67.10	55.30	-67.10
PF00476	PFAM_equivalog_domain	DNA_pol_A	DNA polymerase I	480	-154.70	-160.50	-154.70	-160.50
PF00477	PFAM	LEA_5	Small hydrophilic plant seed protein	102	34.00	-1.90	34.00	-1.90
PF00478	domain	IMPDH	IMP dehydrogenase / GMP reductase domain	371	-185.40	-193.00	-185.40	-193.00
PF00479	PFAM_equivalog_domain	G6PD_N	glucose-6-phosphate dehydrogenase, NAD binding domain	187	-95.80	-102.00	-95.80	-102.00
PF00480	domain	ROK	ROK family protein	206	-49.20	-50.70	-49.20	-50.70
PF00481	domain	PP2C	protein phosphatase 2C	303	-35.60	-36.40	-35.60	-36.40
PF00482	domain	GSPII_F	Bacterial type II secretion system protein F domain	136	25.10	24.60	25.10	24.60
PF00483	superfamily	NTP_transferase	nucleotidyl transferase	325	-39.70	-40.10	-39.70	-40.10
PF00484	PFAM_equivalog_domain	Pro_CA	carbonate dehydratase	172	-41.50	-47.30	-41.50	-47.30
PF00485	superfamily	PRK	Phosphoribulokinase / Uridine kinase family	217	-28.50	-28.70	-28.50	-28.70
PF00486	subfamily_domain	Trans_reg_C	transcriptional regulatory protein, C-terminal	82	25.10	24.80	25.10	24.80
PF00487	subfamily_domain	FA_desaturase	Fatty acid desaturase	295	-45.90	-46.20	-45.90	-46.20
PF00488	domain	MutS_V	MutS domain V	245	-140.90	-145.90	-140.90	-145.90
PF00489	superfamily	IL6	Interleukin-6/G-CSF/MGF family	154	-18.70	-22.80	-18.70	-22.80
PF00490	PFAM_equivalog	ALAD	delta-aminolevulinic acid dehydratase	330	-209.80	-243.30	-209.80	-243.30
PF00491	superfamily	Arginase	Arginase family	333	-118.60	-120.10	-118.60	-120.10
PF00493	superfamily	MCM	MCM2/3/5 family	374	38.80	23.30	38.80	23.30
PF00494	superfamily	SQS_PSY	Squalene and phytoene synthases	319	-75.30	-79.00	-75.30	-79.00
PF00496	superfamily	SBP_bac_5	ABC transporter, substrate-binding protein, family 5	508	-21.50	-24.10	-21.50	-24.10
PF00497	superfamily	SBP_bac_3	bacterial extracellular solute-binding protein, family 3	257	50.30	50.00	50.30	50.10
PF00498	domain	FHA	FHA domain	78	25.00	24.90	25.00	24.90
PF00499	PFAM	Oxidored_q3	NADH-ubiquinone/plastoquinone oxidoreductase chain 6	142	-3.00	-4.20	-3.00	-4.20
PF00500	PFAM	Late_protein_L1	L1 (late) protein	528	-375.80	-377.20	-375.80	-377.20
PF00501	domain	AMP-binding	AMP-binding enzyme	377	0.30	-0.20	0.30	-0.20
PF00502	superfamily	Phycobilisome	Phycobilisome protein	171	-55.70	-58.00	-55.70	-58.00
PF00503	superfamily	G-alpha	G-protein alpha subunit	361	-229.80	-239.50	-229.80	-239.50
PF00504	PFAM	Chloroa_b-bind	Chlorophyll A-B binding protein	201	-29.80	-32.20	-29.80	-32.20
PF00505	domain	HMG_box	HMG (high mobility group) box	69	4.10	3.90	4.10	3.90
PF00506	PFAM_equivalog	Flu_NP	influenza virus nucleoprotein	498	25.50	24.70	25.50	24.70
PF00507	PFAM	Oxidored_q4	NADH-ubiquinone/plastoquinone oxidoreductase, chain 3	107	-18.70	-19.50	-18.70	-19.50
PF00508	PFAM	PPV_E2_N	E2 (early) protein, N terminal	205	-101.10	-146.00	-101.10	-146.00
PF00509	PFAM	Hemagglutinin	Hemagglutinin	567	-344.50	-364.90	-344.50	-364.90
